bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,udps.srcdst_packet_size_variation,udps.srcdst_udp_packet_count,udps.udp_packet_count,udps.srcdst_tcp_packet_count,udps.tcp_packet_count,udps.srcdst_ack_packet_count,udps.ack_packet_count,udps.srcdst_fin_packet_count,udps.fin_packet_count,udps.srcdst_rst_packet_count,udps.rst_packet_count,udps.srcdst_psh_packet_count,udps.psh_packet_count,udps.srcdst_syn_packet_count,udps.syn_packet_count,udps.srcdst_unique_ports_count,udps.srcdst_icmp_packet_count,udps.icmp_packet_count,udps.srcdst_http_ports_count,udps.http_ports_count,udps.srcdst_bidirectional_duration_avg,udps.bidirectional_duration_avg,udps.srcdst_dns_port_count,udps.dns_port_count,udps.srcdst_dns_port_src_count,udps.dns_port_src_count,udps.srcdst_vul_ports_count,udps.src2dst_packet_count,udps.bidirectional_packet_count,udps.srcdst_src2dst_packet_count,udps.srcdst_bidirectional_packet_count
9006,28,2163,9006,11,857,9006,17,1306,60,77.25,12.57459225463674,100,66,77.90909091,8.926976480920572,91,60,76.82352941176471,14.714938388070331,100,0,333.5555555555556,938.8748312304194,3049,0,900.5999999999999,1436.6649806641306,3093,0,562.875,1179.0806517509025,3049,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,19.27649691550136,0,0,350,350,8750,9558,700,740,700,660,4900,5324,700,740,1,0,0,0,0,9043.505714285717,8571.968571428572,0,0,0,0,350,4322,10588,3850,9800
197,19,5785,121,9,1023,161,10,4762,60,304.4736842105264,463.4175425180301,1484,60,113.66666666666666,77.26415727877966,261,60,476.2,595.8450209,1484,0,10.944444444444446,21.133948775599727,76,0,15.125000000000002,18.364853855744595,38,0,17.88888888888889,28.246435369991577,76,2,0,0,0,18,9,0,0,1,0,0,0,8,4,0,0,1,0,0,0,10,5,0,0,685.0841189226328,0,0,1,1,18,18,0,0,0,0,9,9,2,2,1,0,0,1,1,197,197,0,0,0,0,1,9,19,9,19
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,350,350,0,0,350,350,0,0,350,350,350,0,0,0,0,0.051428571,0.051428571,0,0,0,0,1,350,700,350,700
10496,57,8531,10496,23,3534,10496,34,4997,66,149.6666666666667,185.38235905182307,1042,66,153.65217391304344,136.11713161019287,706,66,146.9705882352941,214.3563282769388,1042,0,187.42857142857144,523.2531060462164,1959,0,477.09090909090907,790.7135361,2026,0,318.06060606060606,654.1606712,1959,2,0,0,0,56,31,0,2,1,0,0,0,22,16,0,1,1,0,0,0,34,15,0,1,486.2482219333386,0,0,350,350,18748,18513,708,766,0,30,10702,10423,700,766,3,0,0,0,0,12064.217142857144,10660.997142857144,0,0,0,0,350,7890,18924,7702,19098
9215,28,2169,9215,11,863,9215,17,1306,60,77.46428571428571,12.830756286295316,100,66,78.45454545454545,9.811866655877832,94,60,76.82352941176471,14.714938388070331,100,0,341.2962962962963,957.9129483017842,3253,0,921.5,1464.4692060796483,3299,0,575.9375,1202.6533703302323,3253,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,19.933221850301404,0,0,350,350,8750,9614,700,748,700,656,4900,5328,700,744,1,0,0,0,0,9112.86,8582.762857142858,0,0,0,0,350,4362,10642,3850,9800
3002,3,222,3002,3,222,0,0,0,74,74,0,74,74,74,0,74,0,0,0,0,998,1501,711.3494218736668,2004,998,1501,711.3494218736668,2004,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72391992003231,0,0,350,350,599,687,2,6,0,0,164,214,911,912,2,0,0,350,349,1813.8257142857144,1809.357142857143,0,0,0,0,350,1116,1452,1077,1365
256,24,6374,256,14,1453,219,10,4921,60,265.58333333333337,423.6055298594864,1484,60,103.78571428571428,64.40876501679729,254,66,492.1,595.6910925788447,1484,0,11.130434782608695,15.247367426501372,43,0,19.69230769230769,22.826828569998565,80,0,24.33333333333333,26.96757312,77,2,0,0,0,21,10,2,2,1,0,0,0,11,5,2,1,1,0,0,0,10,5,0,1,684.6176548507447,0,0,2,6,702,780,4,8,2,3,69,106,4,16,1,0,0,2,6,91104.5,62965.66666666666,0,0,0,0,2,313,788,270,706
6,7,3098,6,4,871,6,3,2227,66,442.57142857142856,758.3675136200692,2087,66,217.75000000000003,298.19051516326493,665,66,742.3333333333334,1164.5223627450584,2087,0,1,2,5,0,2,2.6457513110645907,5,1,3,2.8284271247461903,5,2,0,0,0,6,2,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3,1,0,0,953.4397376516952,0,2,350,348,2021,4186,304,396,1,1,818,2064,312,404,1,0,0,350,318,745.64,777.3914285714286,0,0,0,0,350,2483,4393,1432,2178
71,9,864,71,5,496,70,4,368,60,96,70.17121917139534,250,60,99.2,84.33978894922609,250,60,92,60.06662967072483,182,0,8.875000000000002,23.895232638690565,68,0,17.75,34.16991854443516,69,0,23.333333333333336,38.695391629150535,68,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,94.24790006502354,0,0,103,350,1454,4711,206,700,0,0,219,741,206,700,1,0,0,103,350,103.71844660194176,103.96571428571428,0,0,0,0,103,2405,5061,723,1557
997,6,374,996,3,194,996,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,0,199.4,272.1291972574792,499,497,498,1.4142135623730951,499,496,498,2.8284271247461903,500,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,232,350,1587,1050,234,0,345,1050,244,0,579,1050,1,0,0,232,350,543.7155172413793,1012.96,0,0,0,0,232,1050,2100,1055,2049
270,2,278,0,1,86,0,1,192,86,139,74.95331880577403,192,86,86,0,86,192,192,0,192,270,270,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.19912853410033,350,350,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,121.98,121.98,349,349,0,0,349,355,707,355,707
170,13,12834,170,7,835,159,6,11999,60,987.2307692307692,2243.466928433392,7306,60,119.28571428571428,142.8224005,443,66,1999.8333333333333,3125.695213335214,7306,0,14.166666666666668,38.40651775,135,0,28.333333333333336,58.40776204124471,147,0,31.8,58.00172411230549,135,2,0,0,0,10,2,2,2,1,0,0,0,4,1,2,1,1,0,0,0,6,1,0,1,3562.6738437115832,0,0,350,350,3968,3968,457,457,585,585,728,728,728,728,2,0,0,350,350,299.0342857142857,299.0342857142857,0,0,0,0,350,2615,4726,2615,4726
41,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,41,41,0,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,20,64,64,0,0,0,0,16,16,4,4,1,0,0,20,20,62.55,62.55,0,0,0,0,20,32,66,32,66
0,5,349,0,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,0,83,350,5860,1569,139,371,128,73,3119,374,0,0,68,0,0,0,0,1109.5421686746988,868.9371428571428,0,0,0,0,0,927,1607,4222,5988
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,3305,3455,302,306,0,0,1680,1778,318,324,1,0,0,350,347,873.2342857142858,882.2742857142857,0,0,0,0,350,2354,3619,2282,3464
389,14,13245,389,8,1246,375,6,11999,66,946.0714285714286,1654.8329901457505,5858,66,155.75,163.73912177607403,421,66,1999.8333333333333,2179.592477199962,5858,0,29.923076923076927,68.55467591451067,212,0,55.57142857142856,91.60214179238596,212,0,75,105.89145385724004,224,2,0,0,0,13,3,1,1,1,0,0,0,7,2,1,0,1,0,0,0,6,1,0,1,2841.7651058218494,0,0,350,350,3985,3985,460,460,602,602,752,752,743,743,2,0,0,350,350,444.1628571428572,444.1628571428572,0,0,0,0,350,2673,4794,2673,4794
0,1,74,0,1,74,0,0,0,74,74,0,74,74,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72391992003231,0,0,350,350,42,42,0,0,0,0,34,34,350,350,2,0,0,350,350,81.85714285714286,81.85714285714286,0,0,0,0,350,384,388,384,388
6,7,3098,6,4,871,6,3,2227,66,442.57142857142856,758.3675136200692,2087,66,217.75000000000003,298.19051516326493,665,66,742.3333333333334,1164.5223627450584,2087,0,1,2,5,0,2,2.6457513110645907,5,1,3,2.8284271247461903,5,2,0,0,0,6,2,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3,1,0,0,953.4397376516952,0,2,350,348,2021,4186,304,396,1,1,818,2064,312,404,1,0,0,350,318,745.64,777.3914285714286,0,0,0,0,350,2483,4393,1432,2178
97,9,862,97,5,494,96,4,368,60,95.77777777777776,69.62359114872231,248,60,98.8,83.44579079,248,60,92,60.06662967072483,182,0,12.125,33.08619695,94,0,24.25,47.16902232044529,95,0,32,53.70288632839021,94,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,93.45765529550448,0,0,82,326,1082,3832,164,652,0,0,172,679,164,652,1,0,0,82,326,105.8780487804878,95.11963190184048,0,0,0,0,82,2050,4158,551,1164
2073,14,12437,2073,8,500,663,6,11937,60,888.3571428571429,1684.9797810767234,5894,60,62.5,5.0990195135927845,74,60,1989.5,2198.9744655179607,5894,0,159.46153846153845,412.8303960435034,1408,0,296.1428571428572,541.8804999171646,1408,0,132.6,276.28391194566507,626,2,0,0,0,13,2,1,1,1,0,0,0,7,1,1,0,1,0,0,0,6,1,0,1,2914.674138,0,0,350,350,6456,6456,656,656,524,524,1066,1066,1048,1048,350,0,0,350,350,50879.64571428571,50879.64571428571,0,0,0,0,350,4144,6980,4144,6980
69,7,2778,69,4,732,68,3,2046,66,396.8571428571428,686.9088800734851,1906,66,183,228.6977627058617,526,66,682,1060.0226412676288,1906,0,11.5,27.19374928177429,67,0,23,38.97435053981015,68,1,34,46.66904755831214,67,2,0,0,0,6,2,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3,1,0,0,870.7659463560419,0,1,350,349,2010,4178,308,402,1,1,812,2058,308,400,1,0,0,350,319,745.2971428571428,777.0485714285714,0,0,0,0,350,2476,4381,1425,2165
0,2,120,0,1,60,0,1,60,60,60,0,60,60,60,0,60,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,350,350,349,349,0,0,349,349,0,0,350,350,350,0,0,0,0,0.048571429,0.048571429,0,0,0,0,1,350,699,350,699
587,16,13882,587,9,1817,576,7,12065,60,867.6249999999999,1558.026994845297,5858,60,201.88888888888889,204.8740127764161,475,66,1723.571428571429,2119.6927337975867,5858,0,39.13333333333333,77.238838,212,0,73.375,97.29181069633472,212,0,96,174.1045662813012,436,2,0,0,0,13,4,2,2,1,0,0,0,6,3,2,1,1,0,0,0,7,1,0,1,2835.493769,0,0,350,350,4295,4295,481,481,605,605,848,848,747,747,2,0,0,350,350,434.5914285714286,434.5914285714286,0,0,0,0,350,2857,5077,2857,5077
3265,10,1798,3265,9,1724,0,1,74,66,179.79999999999998,94.53841077,253,66,191.5555555555556,92.19559521895704,253,74,74,0,74,0,362.77777777777777,458.1666666666667,1371,0,408.125,467.7109722589674,1371,0,0,0,0,2,0,0,0,9,6,0,2,1,0,0,0,8,6,0,2,1,0,0,0,1,0,0,0,90.91158708694216,0,0,350,350,737,1125,97,125,29,29,445,642,38,66,1,0,0,350,343,177.32857142857142,185.9028571428572,0,0,0,0,350,715,1187,502,785
4078,12,888,4078,6,444,4078,6,444,74,74,0,74,74,74,0,74,74,74,0,74,0,370.7272727272728,511.4090517206536,1016,15,815.6,447.54921517080106,1016,15,815.6,447.54921517080106,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,346,6051,1404,234,430,219,156,3186,315,6,6,116,3,3,0,0,821.4485294117648,300.64,0,0,0,0,0,896,1563,4397,6294
0,1,253,0,1,253,0,0,0,253,253,0,253,253,253,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,146.06961810497532,0,0,350,350,747,1135,142,170,37,37,480,677,52,80,1,0,0,350,343,242.61714285714285,251.19142857142856,0,0,0,0,350,771,1212,558,810
1,5,349,1,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0.25,0.5,1,0,0.5,0.7071067811865476,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,1,116,349,5990,1532,205,405,192,134,3168,374,0,0,101,0,0,0,0,831.9568965517242,560.3571428571429,0,0,0,0,0,944,1640,4334,6182
4847,48,21520,4847,32,9080,4806,16,12440,66,448.3333333333334,362.66351166754487,1133,66,283.75,232.0482430374645,668,429,777.4999999999998,357.0258627419961,1133,0,103.12765957446808,269.67787684901896,965,2,156.3548387096774,320.89152355971186,965,7,320.40000000000003,436.6524934086601,1006,0,0,0,0,48,32,0,0,0,0,0,0,32,16,0,0,0,0,0,0,16,16,0,0,447.3648771789459,0,1,350,349,3336,3512,298,312,0,0,1704,1802,318,328,1,0,0,350,345,870.1171428571429,865.78,0,0,0,0,350,2383,3678,2304,3495
11299,55,8399,11299,22,3468,11299,33,4931,66,152.70909090909092,188.07117178495395,1042,66,157.63636363636363,137.9408242532681,706,66,149.42424242424244,217.19447367264988,1042,0,209.2407407407408,571.7140047388513,2090,0,538.047619,860.6602394,2144,0,353.09375000000006,711.6818045,2090,2,0,0,0,54,31,0,2,1,0,0,0,21,16,0,1,1,0,0,0,33,15,0,1,486.2482219333386,0,6,350,344,14964,19391,703,961,274,8,8411,10511,704,952,3,0,0,1,0,11061.871428571429,7582.708571428571,0,0,0,0,350,8953,19897,6276,15590
86,9,866,86,5,498,85,4,368,60,96.22222222222224,70.72089114571764,252,60,99.6,85.23379611398286,252,60,92,60.06662967072483,182,0,10.75,29.197602641312866,83,0,21.5,41.66933324800546,84,1,28.333333333333336,47.34272207354931,83,2,0,0,0,8,2,0,2,1,0,0,0,4,1,0,1,1,0,0,0,4,1,0,1,95.04209594,0,0,100,350,1106,4825,200,700,0,0,210,744,200,700,1,0,0,100,350,98.71,105.35428571428572,0,0,0,0,100,2439,5175,625,1206
1029,6,374,1028,3,194,1029,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,0,205.8,281.3480051466511,515,513,514,1.4142135623730951,515,513,514.5,2.1213203435596424,516,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,223,350,2514,4606,440,684,9,24,456,724,449,708,1,0,0,223,350,108.83856502242152,123.12571428571428,0,0,0,0,223,2366,4972,1357,2743
11933,57,8543,11933,22,3480,11933,35,5063,66,149.87719298245614,185.29243972853124,1042,66,158.18181818181822,137.58448014761396,706,66,144.65714285714282,211.6235479582085,1042,0,213.0892857142857,596.3238374875216,2227,0,568.2380952380953,912.6676780056312,2288,0,350.9705882352941,736.8444384,2227,2,0,0,0,56,31,0,3,1,0,0,0,21,16,0,1,1,0,0,0,35,15,0,2,486.2482219333386,0,0,350,350,18897,18669,704,786,0,16,10850,10524,700,784,3,0,0,0,0,12085.73142857143,10625.585714285717,0,0,0,0,350,7912,19073,7711,19247
1031,6,374,1030,3,194,1030,3,180,60,62.33333333333333,2.9439202887759484,66,62,64.66666666666667,2.309401076758505,66,60,60,0,60,1,206.2,280.98256173648923,515,514,515,1.4142135623730951,516,514,515,1.4142135623730951,516,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2.8284271247461903,0,0,199,350,1950,1050,278,0,180,1050,293,0,458,1050,1,0,0,199,350,370.47236180904525,1013.1028571428571,0,0,0,0,199,1050,2100,1103,2269
4879,37,15261,4879,24,6216,4840,13,9045,66,412.4594594594595,371.5914419085829,1134,66,258.99999999999994,222.0041127703641,668,66,695.7692307692307,430.9563307045843,1134,0,135.52777777777783,335.8532405774123,1286,1,212.13043478260872,403.1194616925074,1286,4,403.33333333333337,509.3163570072647,1287,2,0,0,0,36,22,0,0,1,0,0,0,23,11,0,0,1,0,0,0,13,11,0,0,518.2673055480154,0,0,350,350,3314,3852,298,338,0,0,1690,1964,318,352,1,0,0,350,338,832.2142857142857,821.6628571428571,0,0,0,0,350,2556,4028,2290,3473
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,350,349,3317,3339,298,304,0,0,1695,1695,316,322,1,0,0,350,347,828.5714285714286,815.2428571428571,0,0,0,0,350,2300,3502,2293,3475
0,3,198,0,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,3299,3801,302,338,0,0,1680,1938,314,352,1,0,0,350,337,862.1428571428571,851.0914285714285,0,0,0,0,350,2524,3979,2280,3456
12781,55,8399,12781,22,3468,12781,33,4931,66,152.70909090909092,188.07117178495395,1042,66,157.63636363636363,137.9408242532681,706,66,149.42424242424244,217.19447367264988,1042,0,236.6851851851852,655.250228,2622,0,608.6190476190476,987.0690693254692,2693,0,399.40625,816.7303364883189,2622,2,0,0,0,54,31,0,2,1,0,0,0,21,16,0,1,1,0,0,0,33,15,0,1,486.2482219333386,0,0,350,350,18887,18679,704,778,0,26,10850,10554,700,780,3,0,0,0,0,12421.908571428572,11049.831428571428,0,0,0,0,350,7911,19093,7717,19237
4787,102,18486,4786,51,15426,4786,51,3060,60,181.23529411764704,200.7496927470412,798,60,302.4705882352942,226.76634255913524,798,60,60,0,60,0,47.3960396,207.12663175979668,1437,0,95.72,289.19198058150414,1438,0,95.72,287.9170119,1438,0,0,0,0,102,51,0,0,0,0,0,0,51,51,0,0,0,0,0,0,51,0,0,0,369,0,0,50,53,8442,8461,0,0,15,18,4215,4221,23,29,1,0,0,0,0,3424.86,3259.226415,0,0,0,0,0,4249,8483,4236,8461
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,350,349,3392,4154,298,334,0,0,1744,2176,318,354,1,0,0,350,337,893.68,885.2714285714286,0,0,0,0,350,2701,4333,2342,3551
170,14,12921,170,7,856,159,7,12065,60,922.9285714285712,1758.4750589550688,5858,60,122.28571428571428,150.75555742737345,464,66,1723.571428571429,2276.264473294119,5858,0,13.07692307692308,37.539893310231854,137,0,28.333333333333336,58.40776204124471,147,0,26.5,54.40496300890205,137,2,0,0,0,11,2,2,2,1,0,0,0,4,1,2,1,1,0,0,0,7,1,0,1,2836.9725647833347,0,0,350,350,4162,4162,489,489,647,647,790,790,761,761,2,0,0,350,350,417.7657142857143,417.7657142857143,0,0,0,0,350,2798,5008,2798,5008
79140,26,24778,79140,17,1060,73535,9,23718,60,953,2660.0118495976667,11649,60,62.352941176470594,4.8080814322163405,74,60,2635.333333333333,4152.314264359094,11649,0,3165.6,12254.78010478632,61012,0,4946.25,15195.287723501651,61012,0,9191.875,24936.986451210523,70888,4,0,0,0,24,4,2,2,2,0,0,0,15,2,2,0,2,0,0,0,9,2,0,2,5792.170427,0,0,350,350,9110,9110,923,923,725,725,1473,1473,1450,1450,350,0,0,350,350,79771.36857142857,79771.36857142857,0,0,0,0,350,5848,9835,5848,9835
0,1,74,0,1,74,0,0,0,74,74,0,74,74,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.72391992003231,0,0,350,350,116,116,9,9,0,0,98,98,309,309,2,0,0,350,350,82.38571428571429,82.38571428571429,0,0,0,0,350,409,417,409,417
11481,52,8201,11481,20,3336,11481,32,4865,66,157.71153846153845,192.31126082661925,1042,66,166.80000000000004,141.62723496633876,706,66,152.03125,220.1445982830963,1042,0,225.1176470588236,616.8236910838889,2427,0,604.2631578947369,937.8068293219062,2502,0,370.35483870967744,760.6753380335616,2427,2,0,0,0,51,31,0,2,1,0,0,0,19,16,0,1,1,0,0,0,32,15,0,1,486.2482219333386,0,0,350,350,18936,18873,701,773,0,22,10850,10696,700,776,3,0,0,0,0,12318.271428571428,10991.325714285716,0,0,0,0,350,7960,19279,7736,19286
8809,28,2163,8809,11,857,8809,17,1306,60,77.24999999999999,12.559856687080464,100,66,77.90909091,8.870789654304124,89,60,76.82352941176471,14.714938388070331,100,0,326.2592592592593,926.0058810493008,3100,0,880.9000000000001,1420.0580934908576,3142,0,550.5624999999999,1163.8737599785754,3100,2,0,0,0,25,14,2,2,1,0,0,0,10,7,0,1,1,0,0,0,15,7,2,1,18.89223826513594,0,0,350,350,8751,9691,701,745,701,657,4900,5388,700,744,1,0,0,0,0,9105.682857142858,8591.851428571428,0,0,0,0,350,4391,10720,3851,9802
1,5,349,1,3,186,0,2,163,60,69.8,15.498387012847497,97,60,62,3.4641016151377544,66,66,81.5,21.920310216782973,97,0,0.25,0.5,1,0,0.5,0.7071067811865476,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,0,0,1,0,2,1,0,0,0,0,2,1,0,1,16.740669042783207,0,1,121,349,6005,1522,215,411,202,144,3173,370,0,0,106,0,0,0,0,797.6115702479339,517.24,0,0,0,0,0,947,1640,4349,6207
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,1975,2921,302,356,0,0,809,1325,302,354,1,0,0,350,332,739.8457142857143,737.5057142857142,0,0,0,0,350,1872,3100,1409,2126
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,350,350,2004,3095,302,350,0,0,824,1440,300,352,1,0,0,350,334,755.4028571428571,775.7742857142857,0,0,0,0,350,1960,3271,1425,2154
1,3,198,1,2,132,0,1,66,66,66,0,66,66,66,0,66,66,66,0,66,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,350,349,1955,3149,304,366,0,0,793,1457,302,364,1,0,0,350,329,724.6257142857143,734.8857142857142,0,0,0,0,350,1976,3333,1395,2106
4096,48,21521,4096,32,9080,4054,16,12441,66,448.3541666666666,362.6636968370919,1133,66,283.75,232.0482430374645,668,429,777.5625,356.9649784409296,1133,0,87.14893617021278,238.02538946812447,967,2,132.1290322580645,284.23438003819825,967,7,270.26666666666665,393.2820628408839,1005,0,0,0,0,48,32,0,0,0,0,0,0,32,16,0,0,0,0,0,0,16,16,0,0,447.3648771789459,0,0,350,350,3370,3979,296,334,0,0,1732,2054,316,354,1,0,0,350,338,850.0885714285714,847.0742857142857,0,0,0,0,350,2626,4156,2328,3528
75924,27,24832,75924,16,1000,74973,11,23832,60,919.7037037037036,2388.464615,10189,60,62.5,4.926120853842977,74,60,2166.5454545454545,3456.384682,10189,0,2920.153846153846,12875.523553447629,65654,0,5061.599999999999,16865.043212006814,65654,0,7497.3,22990.375160295043,72916,4,0,0,0,25,4,2,3,2,0,0,0,14,2,2,0,2,0,0,0,11,2,0,3,5062.170968731367,0,0,350,350,9168,9168,962,962,729,729,1482,1482,1458,1458,350,0,0,350,350,80586.70285714285,80586.70285714285,0,0,0,0,350,5935,9897,5935,9897
1,3,214,1,2,140,0,1,74,66,71.33333333333333,4.618802153517004,74,66,70,5.656854249492381,74,74,74,0,74,0,0.5,0.7071067811865476,1,1,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,1,350,349,3342,3747,300,330,0,0,1708,1922,316,346,1,0,0,350,339,846.3228571428572,823.0857142857143,0,0,0,0,350,2496,3922,2306,3500
6,7,3098,6,4,871,6,3,2227,66,442.57142857142856,758.3675136200692,2087,66,217.75000000000003,298.19051516326493,665,66,742.3333333333334,1164.5223627450584,2087,0,1,2,5,0,2,2.6457513110645907,5,1,3,2.8284271247461903,5,2,0,0,0,6,2,0,0,1,0,0,0,3,1,0,0,1,0,0,0,3,1,0,0,953.4397376516952,0,2,350,348,2021,4186,304,396,1,1,818,2064,312,404,1,0,0,350,318,745.64,777.3914285714286,0,0,0,0,350,2483,4393,1432,2178
